heart_rate,cadence,power,core_temperature,skin_temperature
114,90,240,37.93,31.8
114,90,249,37.93,31.8
113,89,256,37.93,31.8
113,89,253,37.92,31.8
111,89,256,37.92,31.8
110,89,258,37.92,31.85
110,91,258,37.93,31.85
111,90,255,37.93,31.85
111,90,256,37.93,31.85
111,90,261,37.93,31.85
112,90,264,37.93,31.85
113,90,271,37.93,31.85
114,90,273,37.93,31.85
115,90,270,37.94,31.85
116,90,268,37.94,31.85
118,90,267,37.94,31.85
119,92,263,37.94,31.85
120,91,262,37.94,31.85
121,91,262,37.94,31.9
123,91,265,37.94,31.9
124,91,266,37.94,31.9
125,91,271,37.94,31.9
127,91,269,37.95,31.9
129,91,268,37.95,31.9
130,90,263,37.95,31.9
131,97,260,37.95,31.9
132,93,259,37.95,31.9
134,92,259,37.95,31.9
134,92,257,37.95,31.9
135,91,255,37.95,31.9
136,91,258,37.95,31.9
138,90,259,37.95,31.9
138,90,262,37.95,31.9
139,90,263,37.94,31.9
140,90,261,37.94,31.95
140,91,262,37.94,31.95
141,91,265,37.94,31.95
142,90,265,37.94,31.95
142,90,264,37.94,31.95
142,90,263,37.94,31.95
143,90,261,37.94,31.95
142,90,259,37.94,31.95
143,90,259,37.94,31.95
143,90,259,37.93,31.95
143,90,257,37.93,31.95
143,90,256,37.93,31.95
143,90,256,37.93,31.95
143,91,256,37.93,31.95
143,91,258,37.93,31.95
142,91,258,37.93,31.95
143,91,257,37.93,31.95
143,91,256,37.93,31.95
142,91,256,37.93,31.95
143,91,256,37.95,31.95
143,91,255,37.95,31.95
143,91,251,37.95,31.95
144,91,253,37.95,31.95
143,91,250,37.95,31.95
143,88,249,37.95,31.95
143,89,246,37.95,31.95
143,88,246,37.95,31.95
143,89,250,37.95,32
143,90,251,37.94,32
143,91,255,37.94,32
144,91,255,37.94,32
143,91,260,37.94,32
144,91,262,37.94,32
144,91,261,37.94,32
144,91,260,37.94,32
144,91,259,37.94,32
144,91,259,37.94,32
144,91,260,37.94,32
144,91,261,37.95,32
144,91,267,37.95,32
144,91,266,37.95,32
144,91,268,37.95,32
144,91,270,37.96,32
145,91,271,37.96,32
145,92,272,37.96,32
145,92,275,37.96,32
146,92,281,37.96,32
146,92,282,37.96,32
146,92,285,37.96,32
147,91,288,37.96,32
147,91,283,37.97,32
148,91,279,37.97,32
148,92,277,37.97,32
148,92,277,37.97,32
148,92,275,37.97,32
148,92,275,37.97,32
148,92,274,37.97,32
148,92,281,37.97,32
148,92,279,37.97,32
148,92,274,37.97,32
148,93,271,37.97,32
148,93,272,37.97,32
148,93,272,37.97,32
148,93,271,37.97,32
148,93,270,37.97,32
148,92,266,37.96,32
148,92,266,37.96,32
147,92,262,37.96,32
147,92,263,37.95,31.95
148,92,263,37.95,31.95
147,93,265,37.95,31.95
148,93,265,37.95,31.95
148,92,272,37.95,31.95
147,92,273,37.95,31.95
148,92,276,37.95,31.95
148,92,277,37.95,31.95
148,92,275,37.95,31.95
149,92,274,37.95,31.95
149,92,273,37.97,31.95
149,92,272,37.97,31.95
149,92,273,37.97,31.95
149,92,275,37.97,31.95
149,92,280,37.97,31.95
149,92,284,37.97,31.95
149,92,286,37.97,31.95
149,92,288,37.97,31.95
149,92,289,37.97,31.95
149,92,283,37.98,31.95
149,92,280,37.97,31.95
150,92,276,37.97,31.95
149,92,277,37.97,31.95
149,92,278,37.97,31.95
150,92,275,37.97,31.95
150,92,272,37.97,31.95
150,92,270,37.97,31.95
150,92,268,37.97,31.95
150,93,267,37.97,31.9
150,93,265,37.97,31.9
150,93,268,37.98,31.9
150,93,269,37.98,31.9
150,93,272,37.98,31.9
150,93,272,37.98,31.9
150,93,274,37.98,31.9
150,93,272,37.98,31.9
150,93,271,37.98,31.9
150,93,269,37.98,31.9
150,93,269,37.98,31.9
150,93,269,37.98,31.9
150,93,267,37.99,31.9
149,93,268,37.99,31.9
149,93,270,37.99,31.9
149,92,272,37.99,31.9
150,92,274,37.99,31.9
149,92,275,37.99,31.9
150,92,276,37.99,31.9
150,92,283,37.99,31.9
150,92,289,37.99,31.85
150,91,297,37.99,31.85
150,92,292,37.98,31.85
151,91,290,37.98,31.85
151,91,286,37.98,31.85
151,92,277,37.98,31.85
151,92,271,37.99,31.85
150,92,270,37.99,31.85
150,93,269,37.99,31.85
150,93,273,37.99,31.85
150,93,274,37.99,31.85
150,93,277,37.99,31.85
149,93,278,37.99,31.85
149,93,276,37.98,31.85
149,95,275,37.98,31.85
149,94,270,37.98,31.85
149,93,268,37.98,31.85
149,93,265,37.98,31.85
149,93,265,37.98,31.85
149,93,263,37.98,31.85
149,92,263,37.98,31.85
149,91,263,38,31.8
150,91,262,38,31.8
149,91,264,38,31.8
150,91,267,38,31.8
150,91,268,38,31.8
150,91,270,38,31.8
150,92,269,38,31.8
150,92,271,38,31.8
151,92,272,38,31.8
151,93,269,38,31.8
151,93,267,38,31.8
151,93,266,38,31.8
151,93,268,38,31.8
151,93,267,37.99,31.8
151,92,267,37.99,31.8
151,92,267,37.99,31.8
150,92,268,37.99,31.8
150,92,269,37.99,31.8
150,92,269,37.99,31.8
150,92,270,37.99,31.8
150,92,272,37.99,31.8
151,92,271,37.99,31.8
150,92,271,38,31.8
150,92,269,38,31.8
150,92,269,38,31.8
151,93,265,38,31.8
150,92,265,38,31.8
150,92,267,38,31.8
150,92,267,38,31.8
151,92,267,38,31.8
150,92,269,38.02,31.75
151,92,272,38.02,31.75
150,92,274,38.02,31.75
150,92,274,38.02,31.75
150,92,275,38.02,31.75
150,92,273,38.02,31.75
150,93,268,38.02,31.75
150,93,268,38.02,31.75
150,91,267,38.02,31.75
150,91,266,38.02,31.75
150,91,265,38.02,31.75
150,93,263,38.02,31.75
150,93,264,38.01,31.75
150,93,264,38.01,31.75
149,92,264,38.01,31.75
149,92,263,38.01,31.75
149,92,262,38.01,31.75
150,92,262,38.01,31.75
149,92,261,38.01,31.75
150,92,257,38.01,31.75
150,92,259,38.01,31.75
150,92,262,38,31.75
150,92,261,38,31.75
150,91,264,38,31.75
150,90,263,38,31.75
150,90,262,38,31.75
150,90,263,38,31.75
150,90,262,38,31.75
150,90,260,38,31.75
151,90,261,38,31.75
150,90,258,38.02,31.75
151,90,258,38.02,31.75
151,90,258,38.02,31.75
151,90,256,38.02,31.7
151,90,255,38.02,31.7
151,90,255,38.02,31.7
151,90,254,38.02,31.7
151,90,253,38.02,31.7
151,90,249,38.02,31.7
151,90,247,38.02,31.7
150,87,247,38.02,31.7
150,87,243,38.02,31.7
150,87,236,38.02,31.7
150,87,234,38.02,31.7
149,87,231,38.02,31.7
149,87,231,38.02,31.7
149,87,229,38.02,31.7
148,87,230,38.02,31.7
148,87,232,38.02,31.7
148,87,234,38.02,31.7
147,88,238,38.03,31.7
147,88,239,38.03,31.7
147,88,240,38.03,31.7
146,88,243,38.03,31.7
146,88,241,38.03,31.7
146,88,240,38.03,31.7
145,88,242,38.03,31.7
145,88,242,38.03,31.7
144,89,243,38.03,31.7
144,89,245,38.03,31.7
143,89,244,38.03,31.7
143,89,245,38.04,31.7
143,90,246,38.04,31.7
142,90,248,38.04,31.7
142,90,249,38.04,31.7
142,90,250,38.04,31.7
141,90,251,38.04,31.7
141,90,252,38.04,31.7
141,90,257,38.04,31.7
141,90,259,38.04,31.7
141,90,258,38.03,31.7
141,90,258,38.03,31.7
141,90,261,38.03,31.7
141,90,262,38.03,31.7
141,90,263,38.03,31.7
140,90,260,38.03,31.7
141,90,261,38.03,31.7
141,90,261,38.04,31.7
141,90,259,38.04,31.7
141,91,259,38.04,31.7
141,91,260,38.04,31.7
142,90,259,38.03,31.7
142,90,257,38.03,31.7
141,91,257,38.03,31.75
142,91,258,38.03,31.75
141,91,257,38.03,31.75
141,91,255,38.03,31.75
142,91,255,38.03,31.75
141,91,259,38.03,31.75
142,91,259,38.03,31.75
142,91,260,38.03,31.75
142,91,260,38.05,31.75
142,91,263,38.05,31.75
142,91,265,38.05,31.75
142,91,264,38.05,31.75
142,91,263,38.05,31.75
142,91,266,38.05,31.75
142,91,268,38.05,31.75
141,91,270,38.05,31.75
141,91,269,38.05,31.75
141,91,268,38.05,31.75
141,91,269,38.05,31.75
140,91,270,38.04,31.75
141,91,271,38.04,31.75
140,90,266,38.04,31.75
140,90,267,38.04,31.75
140,92,266,38.04,31.75
141,91,269,38.04,31.75
141,90,269,38.04,31.75
141,90,270,38.04,31.75
141,90,270,38.04,31.75
141,90,273,38.04,31.75
142,90,273,38.05,31.8
141,91,272,38.05,31.8
141,91,270,38.05,31.8
141,91,269,38.05,31.8
141,91,267,38.05,31.8
142,90,262,38.06,31.8
142,90,261,38.06,31.8
142,91,261,38.06,31.8
142,90,261,38.07,31.8
142,90,259,38.07,31.8
142,90,260,38.07,31.8
142,91,262,38.07,31.8
142,91,264,38.07,31.8
142,91,266,38.07,31.8
142,91,269,38.07,31.8
142,91,275,38.07,31.8
142,91,276,38.07,31.8
142,91,276,38.07,31.8
143,91,275,38.06,31.8
143,91,276,38.06,31.8
143,91,277,38.06,31.8
144,91,277,38.06,31.8
144,91,277,38.06,31.8
144,91,277,38.06,31.8
144,91,277,38.06,31.8
145,93,277,38.06,31.8
145,92,281,38.06,31.8
145,91,281,38.06,31.8
145,90,281,38.06,31.8
145,91,280,38.05,31.8
144,91,272,38.05,31.8
145,91,273,38.05,31.8
145,92,271,38.05,31.8
145,92,265,38.05,31.8
145,92,256,38.05,31.8
145,92,258,38.05,31.8
145,91,260,38.05,31.8
145,91,259,38.06,31.8
145,92,254,38.08,31.8
145,92,255,38.08,31.8
145,92,257,38.08,31.8
145,92,260,38.08,31.8
145,91,261,38.08,31.8
145,91,261,38.08,31.8
145,91,263,38.08,31.8
146,91,261,38.08,31.8
146,91,259,38.08,31.8
146,91,261,38.08,31.8
146,91,258,38.07,31.8
147,91,255,38.07,31.8
147,91,255,38.07,31.8
148,90,257,38.07,31.8
148,90,257,38.07,31.8
148,90,256,38.07,31.8
148,90,254,38.07,31.8
149,90,252,38.07,31.8
149,90,252,38.07,31.8
149,90,249,38.07,31.8
149,90,250,38.07,31.8
149,90,254,38.09,31.8
150,90,255,38.09,31.8
149,92,261,38.09,31.8
150,91,262,38.09,31.8
150,91,264,38.09,31.8
149,91,263,38.09,31.8
149,90,262,38.09,31.8
149,90,262,38.09,31.8
149,90,261,38.09,31.8
149,90,263,38.1,31.8
149,90,265,38.1,31.8
148,90,271,38.1,31.8
149,90,275,38.1,31.8
149,90,275,38.1,31.8
150,90,270,38.1,31.8
150,91,269,38.1,31.75
150,91,265,38.1,31.75
150,90,263,38.1,31.75
150,90,260,38.1,31.75
151,90,258,38.09,31.75
151,91,256,38.09,31.75
151,91,256,38.09,31.75
152,91,255,38.09,31.75
151,91,257,38.09,31.75
152,91,256,38.09,31.75
152,91,256,38.09,31.75
152,91,253,38.09,31.75
152,90,253,38.09,31.75
152,90,251,38.09,31.75
147,90,258,38.13,31.75
147,90,257,38.13,31.75
146,90,257,38.13,31.75
146,91,258,38.13,31.75
146,91,260,38.13,31.75
145,91,259,38.14,31.75
145,91,260,38.14,31.75
145,91,261,38.15,31.75
145,91,260,38.15,31.75
145,91,259,38.15,31.75
145,91,260,38.15,31.75
145,91,260,38.15,31.75
145,91,262,38.15,31.75
145,91,264,38.15,31.75
144,91,266,38.15,31.75
144,91,265,38.15,31.75
144,91,261,38.15,31.75
144,90,259,38.16,31.75
144,91,257,38.16,31.75
144,91,257,38.16,31.75
144,91,257,38.16,31.75
144,91,258,38.16,31.75
143,91,260,38.16,31.75
143,91,265,38.16,31.75
144,91,267,38.16,31.75
144,91,265,38.15,31.75
143,90,264,38.15,31.75
144,90,264,38.15,31.75
144,90,255,38.15,31.75
144,90,254,38.15,31.75
143,90,250,38.15,31.75
144,90,247,38.15,31.75
144,90,248,38.15,31.75
144,91,252,38.15,31.75
144,91,253,38.15,31.75
143,91,260,38.15,31.75
143,91,262,38.14,31.75
143,91,265,38.14,31.75
143,91,266,38.15,31.75
143,91,270,38.15,31.75
144,91,270,38.15,31.75
144,91,267,38.15,31.75
144,92,265,38.15,31.75
144,92,264,38.15,31.75
144,91,264,38.15,31.75
143,91,264,38.17,31.75
143,91,264,38.17,31.75
143,91,264,38.17,31.75
143,91,265,38.17,31.75
144,91,262,38.17,31.75
143,91,262,38.17,31.75
144,91,259,38.17,31.75
144,91,260,38.17,31.75
144,91,260,38.17,31.75
145,91,259,38.17,31.75
145,92,260,38.17,31.75
145,92,265,38.16,31.75
145,92,268,38.16,31.75
145,91,269,38.16,31.75
145,91,268,38.16,31.75
145,91,273,38.16,31.75
146,91,276,38.16,31.75
145,91,278,38.16,31.75
145,91,276,38.16,31.75
145,91,275,38.16,31.75
145,91,271,38.16,31.75
146,91,268,38.17,31.75
146,91,267,38.17,31.75
145,91,266,38.17,31.75
146,91,265,38.17,31.75
146,91,263,38.17,31.75
146,91,264,38.18,31.75
146,91,266,38.18,31.75
146,91,266,38.18,31.75
146,91,269,38.18,31.75
147,91,272,38.19,31.75
147,91,275,38.19,31.75
147,91,277,38.19,31.75
147,91,277,38.19,31.75
148,91,278,38.19,31.75
148,91,278,38.19,31.75
148,91,280,38.19,31.75
148,91,277,38.19,31.75
147,91,277,38.19,31.75
148,91,275,38.19,31.75
148,91,273,38.19,31.75
148,92,274,38.18,31.75
148,92,276,38.18,31.75
148,92,274,38.18,31.75
148,92,276,38.18,31.75
148,91,270,38.18,31.75
148,91,275,38.18,31.75
148,91,276,38.18,31.75
148,91,271,38.18,31.75
148,91,268,38.18,31.75
148,91,264,38.17,31.75
148,92,261,38.17,31.75
147,92,257,38.17,31.7
147,92,254,38.17,31.7
148,92,252,38.17,31.7
147,92,251,38.17,31.7
148,91,249,38.18,31.7
148,91,250,38.18,31.7
147,91,251,38.18,31.7
147,92,253,38.18,31.7
148,92,253,38.2,31.7
147,92,255,38.2,31.7
148,92,258,38.2,31.7
148,92,260,38.2,31.7
148,92,265,38.2,31.7
148,92,265,38.2,31.7
148,92,271,38.2,31.7
149,92,271,38.2,31.7
149,91,267,38.2,31.7
149,91,266,38.2,31.7
149,91,266,38.19,31.7
149,91,266,38.19,31.7
149,91,267,38.19,31.7
149,91,270,38.19,31.7
149,91,275,38.19,31.7
149,91,276,38.19,31.7
149,91,275,38.19,31.7
149,91,276,38.19,31.7
149,91,277,38.19,31.7
150,91,276,38.19,31.7
149,91,267,38.19,31.7
150,85,261,38.2,31.7
150,87,252,38.2,31.7
150,88,250,38.21,31.7
149,89,249,38.21,31.7
150,89,250,38.21,31.7
149,89,253,38.21,31.7
149,90,253,38.21,31.7
149,90,259,38.21,31.7
149,90,259,38.21,31.7
149,90,264,38.21,31.7
149,90,263,38.22,31.7
148,90,261,38.22,31.7
148,90,264,38.22,31.7
148,91,266,38.22,31.7
148,91,268,38.22,31.7
148,91,269,38.22,31.7
147,91,270,38.22,31.7
147,91,269,38.22,31.7
147,91,267,38.22,31.7
148,91,264,38.21,31.7
147,91,262,38.21,31.7
147,91,262,38.21,31.7
147,91,261,38.21,31.7
147,91,261,38.21,31.7
147,91,259,38.21,31.7
147,91,259,38.21,31.7
147,91,259,38.21,31.7
147,91,260,38.21,31.7
147,91,261,38.21,31.7
147,91,260,38.21,31.7
147,91,264,38.21,31.7
146,92,267,38.21,31.7
146,92,270,38.21,31.7
147,92,275,38.21,31.7
147,91,275,38.21,31.7
147,91,275,38.21,31.7
147,91,276,38.21,31.7
147,91,274,38.21,31.7
146,91,271,38.21,31.7
146,91,268,38.21,31.7
146,91,269,38.23,31.7
146,91,268,38.23,31.7
146,92,266,38.23,31.7
146,91,262,38.23,31.7
146,91,263,38.23,31.7
146,91,263,38.23,31.7
146,91,261,38.23,31.7
146,91,261,38.23,31.7
146,91,262,38.23,31.7
146,91,262,38.22,31.7
147,92,267,38.22,31.7
146,92,266,38.22,31.7
147,93,265,38.22,31.7
147,92,265,38.22,31.7
147,92,266,38.22,31.7
148,92,269,38.22,31.7
148,92,265,38.22,31.7
148,92,267,38.22,31.7
149,92,268,38.22,31.7
149,92,269,38.22,31.7
148,92,266,38.22,31.7
149,92,265,38.22,31.7
149,92,266,38.22,31.7
150,92,267,38.22,31.7
150,92,268,38.22,31.7
150,92,269,38.22,31.7
150,92,275,38.22,31.7
150,92,274,38.22,31.7
151,92,273,38.22,31.7
151,91,275,38.22,31.7
151,91,275,38.22,31.7
151,92,275,38.22,31.7
151,92,274,38.22,31.7
151,92,277,38.22,31.7
151,92,277,38.22,31.7
151,92,275,38.22,31.7
151,91,276,38.22,31.7
151,92,280,38.22,31.7
151,92,282,38.22,31.7
151,92,281,38.22,31.7
151,92,283,38.22,31.7
150,91,281,38.22,31.7
151,91,282,38.22,31.7
150,91,278,38.22,31.7
150,91,276,38.22,31.7
150,91,275,38.22,31.7
151,91,271,38.22,31.7
150,91,270,38.22,31.7
150,91,271,38.22,31.7
151,91,269,38.22,31.7
150,91,268,38.22,31.7
151,91,270,38.22,31.7
150,91,268,38.22,31.7
150,91,269,38.22,31.7
150,91,271,38.22,31.7
151,92,269,38.22,31.7
151,92,266,38.22,31.7
151,92,265,38.22,31.7
152,92,262,38.22,31.7
152,92,262,38.22,31.7
152,92,259,38.22,31.7
152,92,258,38.22,31.7
152,92,262,38.22,31.7
152,92,264,38.22,31.7
152,92,266,38.22,31.7
151,92,264,38.22,31.7
151,92,267,38.22,31.7
152,91,272,38.22,31.7
151,91,269,38.22,31.7
151,91,264,38.22,31.7
151,91,265,38.22,31.7
152,91,266,38.22,31.7
152,91,268,38.22,31.7
152,91,266,38.22,31.7
152,91,264,38.22,31.7
152,92,267,38.22,31.7
152,92,276,38.22,31.7
152,92,274,38.22,31.7
152,92,270,38.22,31.7
152,92,272,38.22,31.7
152,92,275,38.22,31.7
152,92,274,38.22,31.7
152,92,272,38.22,31.7
152,92,269,38.22,31.7
152,92,271,38.22,31.7
152,92,271,38.22,31.7
153,91,272,38.22,31.7
153,91,275,38.22,31.7
153,91,282,38.22,31.7
153,91,281,38.22,31.7
153,91,284,38.22,31.7
152,92,284,38.22,31.7
153,92,288,38.22,31.7
152,92,289,38.22,31.7
153,92,285,38.22,31.7
153,92,289,38.22,31.7
153,92,292,38.22,31.7
153,92,291,38.22,31.7
153,92,291,38.22,31.7
153,92,281,38.22,31.7
154,92,276,38.22,31.7
153,92,272,38.22,31.7
153,92,272,38.22,31.7
153,92,270,38.22,31.7
154,91,272,38.22,31.7
153,91,271,38.22,31.7
153,91,270,38.22,31.7
153,91,269,38.22,31.7
153,90,266,38.22,31.7
153,90,261,38.22,31.7
154,90,260,38.22,31.7
154,90,263,38.22,31.7
154,90,264,38.22,31.7
153,91,270,38.22,31.7
153,90,270,38.22,31.7
153,90,273,38.22,31.7
153,91,273,38.22,31.7
153,92,281,38.22,31.7
152,92,286,38.22,31.7
152,92,294,38.22,31.7
152,92,298,38.22,31.7
152,91,299,38.22,31.7
151,91,301,38.22,31.7
151,91,299,38.22,31.7
151,92,299,38.22,31.7
151,92,298,38.22,31.7
151,92,290,38.22,31.7
151,92,287,38.22,31.7
152,92,290,38.22,31.7
152,92,287,38.22,31.7
152,92,281,38.22,31.7
152,92,267,38.22,31.7
152,92,265,38.22,31.7
153,91,269,38.22,31.7
153,91,264,38.22,31.7
154,91,252,38.22,31.7
154,91,259,38.22,31.7
154,91,265,38.22,31.7
154,91,266,38.22,31.7
154,91,262,38.22,31.7
155,91,262,38.22,31.7
154,91,263,38.22,31.7
155,91,260,38.22,31.7
154,91,259,38.22,31.7
154,91,256,38.22,31.7
154,91,260,38.22,31.7
154,91,261,38.22,31.7
154,91,259,38.22,31.7
155,91,260,38.22,31.7
154,91,261,38.22,31.7
154,91,263,38.22,31.7
155,92,263,38.22,31.7
155,92,267,38.22,31.7
155,92,271,38.22,31.7
155,91,277,38.22,31.7
155,91,281,38.22,31.7
155,91,284,38.22,31.7
155,91,283,38.22,31.7
155,91,281,38.22,31.7
155,91,279,38.22,31.7
155,91,279,38.22,31.7
156,91,277,38.22,31.7
156,91,273,38.22,31.7
155,91,270,38.22,31.7
156,91,260,38.22,31.7
155,91,259,38.22,31.7
155,90,252,38.22,31.7
155,90,248,38.22,31.7
154,90,244,38.22,31.7
154,90,245,38.22,31.7
154,90,248,38.22,31.7
154,90,250,38.22,31.7
154,90,254,38.22,31.7
153,90,256,38.22,31.7
153,90,259,38.22,31.7
153,91,263,38.22,31.7
153,91,263,38.22,31.7
153,91,265,38.22,31.7
153,91,264,38.22,31.7
153,89,263,38.22,31.7
153,90,260,38.22,31.7
153,90,259,38.3,31.5
153,90,260,38.3,31.5
153,90,258,38.3,31.5
153,90,254,38.3,31.5
154,90,252,38.3,31.5
153,90,251,38.3,31.5
153,89,255,38.3,31.5
153,89,251,38.3,31.45
153,89,251,38.3,31.45
153,89,255,38.29,31.45
153,90,253,38.29,31.45
153,90,254,38.29,31.45
152,90,251,38.29,31.45
152,90,251,38.3,31.45
152,90,251,38.3,31.45
153,89,244,38.3,31.45
152,89,241,38.3,31.45
152,89,244,38.3,31.45
152,89,244,38.31,31.45
152,91,245,38.31,31.45
152,91,245,38.31,31.45
152,91,250,38.31,31.45
152,91,251,38.31,31.45
152,90,252,38.31,31.45
152,90,253,38.31,31.45
152,90,255,38.31,31.45
152,90,256,38.31,31.45
151,91,257,38.31,31.45
151,91,255,38.31,31.45
151,91,259,38.32,31.45
151,91,259,38.32,31.45
150,91,257,38.32,31.45
150,91,256,38.32,31.45
150,91,257,38.32,31.45
149,90,255,38.32,31.45
149,90,248,38.32,31.45
149,90,244,38.32,31.45
149,90,245,38.32,31.4
149,90,246,38.31,31.4
149,90,246,38.31,31.4
149,91,252,38.31,31.4
149,91,253,38.31,31.4
149,91,260,38.31,31.4
148,91,266,38.31,31.4
148,91,269,38.31,31.4
148,91,270,38.31,31.4
148,91,267,38.31,31.4
148,91,267,38.31,31.4
148,90,271,38.3,31.4
148,90,270,38.3,31.4
148,90,265,38.3,31.4
148,90,262,38.3,31.4
148,90,259,38.31,31.4
147,90,259,38.31,31.4
147,90,256,38.31,31.45
147,90,250,38.31,31.45
147,90,250,38.31,31.4
147,90,248,38.31,31.4
147,90,247,38.32,31.45
147,90,248,38.32,31.45
147,90,247,38.32,31.45
147,90,246,38.32,31.45
147,90,247,38.32,31.45
147,90,245,38.32,31.45
147,91,245,38.32,31.45
147,91,245,38.32,31.45
147,91,242,38.32,31.45
146,90,243,38.32,31.45
146,91,243,38.32,31.45
146,91,244,38.32,31.45
146,91,249,38.32,31.45
146,90,248,38.32,31.45
146,91,249,38.32,31.45
146,91,249,38.32,31.45
145,91,248,38.32,31.45
145,91,249,38.32,31.45
145,91,251,38.32,31.45
145,91,253,38.32,31.45
144,90,258,38.32,31.45
144,90,258,38.33,31.45
144,90,257,38.33,31.45
144,90,261,38.33,31.45
144,90,261,38.33,31.45
144,90,257,38.33,31.45
144,90,257,38.33,31.45
145,90,257,38.33,31.45
145,90,257,38.33,31.45
145,90,262,38.33,31.45
144,90,262,38.34,31.45
145,91,263,38.34,31.45
144,90,263,38.34,31.45
145,90,262,38.34,31.45
144,91,262,38.34,31.45
144,90,257,38.34,31.45
145,90,256,38.34,31.45
145,90,252,38.34,31.45
145,90,252,38.34,31.45
145,91,249,38.34,31.45
145,91,249,38.33,31.45
145,91,245,38.33,31.45
145,91,245,38.33,31.45
146,91,247,38.33,31.45
146,91,248,38.33,31.45
146,91,246,38.33,31.45
146,91,246,38.33,31.45
147,91,248,38.33,31.45
147,91,252,38.33,31.45
146,91,253,38.33,31.45
147,91,253,38.32,31.45
146,90,254,38.32,31.45
146,91,254,38.32,31.45
146,91,256,38.32,31.45
146,91,256,38.33,31.45
145,91,255,38.33,31.45
145,91,254,38.33,31.45
145,91,256,38.33,31.45
146,91,259,38.33,31.45
145,91,261,38.33,31.5
145,91,264,38.34,31.5
145,91,264,38.34,31.5
145,91,265,38.34,31.5
145,91,268,38.34,31.5
145,92,263,38.34,31.5
145,92,262,38.34,31.5
144,92,255,38.34,31.5
145,92,256,38.34,31.5
144,92,257,38.34,31.5
145,91,258,38.34,31.5
144,91,257,38.34,31.5
145,91,259,38.33,31.5
145,92,258,38.33,31.5
145,92,259,38.33,31.5
145,92,259,38.33,31.5
145,92,259,38.33,31.5
145,92,258,38.33,31.5
146,92,259,38.33,31.5
145,92,260,38.34,31.5
145,92,261,38.34,31.5
145,92,261,38.34,31.5
145,92,261,38.35,31.5
145,92,259,38.35,31.5
145,92,261,38.35,31.5
145,92,261,38.35,31.5
146,92,259,38.35,31.5
146,91,258,38.35,31.5
146,91,259,38.35,31.5
146,91,258,38.35,31.5
146,91,257,38.35,31.5
146,91,257,38.35,31.5
147,91,254,38.36,31.5
146,91,254,38.36,31.55
146,91,253,38.36,31.55
147,91,254,38.36,31.55
147,90,254,38.36,31.55
147,90,252,38.36,31.55
148,90,251,38.36,31.55
148,90,251,38.36,31.55
148,90,250,38.36,31.55
148,90,249,38.36,31.55
148,88,248,38.36,31.55
148,86,248,38.35,31.55
148,83,240,38.35,31.55
147,82,231,38.35,31.55
147,82,231,38.35,31.55
146,0,231,38.35,31.55
146,0,0,38.35,31.55
145,0,0,38.35,31.55
145,0,0,38.35,31.55
145,0,0,38.34,31.55
145,0,0,38.34,31.55
144,80,0,38.34,31.55
144,84,0,38.34,31.55
145,92,137,38.34,31.55
145,92,242,38.34,31.55
144,92,242,38.34,31.55
144,92,274,38.34,31.55
144,85,272,38.34,31.55
144,86,270,38.34,31.55
144,86,260,38.36,31.55
144,87,253,38.36,31.55
143,87,244,38.36,31.55
143,88,242,38.36,31.55
143,90,239,38.36,31.55
143,90,237,38.36,31.55
142,90,236,38.36,31.55
142,90,239,38.36,31.5
141,90,242,38.36,31.5
141,90,245,38.36,31.55
141,90,248,38.36,31.55
140,90,249,38.36,31.55
140,90,247,38.35,31.55
139,90,246,38.35,31.55
138,90,250,38.35,31.55
138,90,250,38.35,31.55
137,90,251,38.35,31.55
137,90,251,38.36,31.55
136,90,251,38.36,31.55
136,89,252,38.36,31.55
136,86,255,38.36,31.55
135,86,247,38.36,31.55
134,86,225,38.37,31.55
134,86,225,38.37,31.55
134,86,0,38.37,31.55
134,63,98,38.37,31.55
135,91,104,38.37,31.55
137,90,157,38.37,31.55
137,89,243,38.37,31.55
137,89,248,38.37,31.55
137,89,249,38.38,31.55
137,89,255,38.38,31.55
136,91,256,38.38,31.55
136,91,255,38.38,31.55
136,91,255,38.38,31.55
136,91,254,38.38,31.55
135,91,258,38.38,31.55
135,92,260,38.38,31.55
135,92,263,38.38,31.55
134,92,260,38.38,31.55
134,92,265,38.37,31.55
134,92,268,38.37,31.55
134,92,267,38.37,31.55
135,92,262,38.37,31.55
135,92,260,38.37,31.55
135,92,261,38.37,31.55
135,91,261,38.37,31.55
135,92,260,38.37,31.55
135,92,260,38.37,31.55
135,92,259,38.37,31.55
135,92,260,38.37,31.55
135,92,260,38.36,31.55
136,92,262,38.36,31.55
136,91,262,38.36,31.55
136,91,264,38.36,31.55
137,92,266,38.36,31.55
137,92,266,38.36,31.55
137,92,269,38.36,31.55
137,91,269,38.36,31.55
138,91,266,38.36,31.55
138,92,261,38.38,31.55
139,93,259,38.38,31.55
139,93,258,38.38,31.55
140,93,256,38.38,31.55
140,93,257,38.38,31.55
140,93,258,38.38,31.55
140,93,258,38.38,31.55
140,92,258,38.38,31.55
140,92,261,38.38,31.55
140,92,265,38.38,31.55
140,92,266,38.38,31.55
140,92,265,38.37,31.55
141,92,264,38.37,31.55
141,92,262,38.37,31.55
141,92,262,38.37,31.55
142,92,260,38.37,31.55
142,92,259,38.38,31.55
142,92,258,38.38,31.55
142,92,258,38.38,31.55
143,92,259,38.38,31.55
143,92,258,38.38,31.55
143,92,259,38.39,31.55
