heart_rate,cadence,power,core_temperature,skin_temperature
128,90,245,37.8,31.4
128,90,245,37.8,31.4
128,89,244,37.8,31.4
128,89,244,37.8,31.4
129,89,245,37.8,31.4
129,89,248,37.8,31.4
129,90,248,37.8,31.4
129,90,251,37.8,31.4
130,90,254,37.79,31.4
130,90,260,37.79,31.4
130,90,263,37.79,31.4
131,90,262,37.79,31.4
131,90,262,37.79,31.45
132,90,261,37.79,31.45
133,89,263,37.79,31.45
134,89,262,37.79,31.45
134,90,262,37.79,31.45
136,90,262,37.79,31.45
136,90,260,37.79,31.45
137,90,258,37.8,31.45
137,89,256,37.8,31.45
138,90,253,37.8,31.45
138,90,252,37.8,31.45
138,90,248,37.8,31.45
138,90,247,37.8,31.45
138,90,245,37.8,31.45
139,90,246,37.8,31.45
138,90,248,37.8,31.45
139,90,249,37.8,31.45
139,90,249,37.8,31.45
139,90,248,37.81,31.45
139,90,249,37.81,31.45
139,90,250,37.81,31.45
139,90,250,37.81,31.45
140,90,249,37.81,31.45
140,90,248,37.81,31.45
139,90,249,37.81,31.45
140,90,252,37.81,31.45
140,90,251,37.81,31.45
140,90,249,37.8,31.45
140,90,248,37.8,31.45
139,90,250,37.8,31.45
140,90,249,37.8,31.45
140,90,249,37.8,31.45
139,90,244,37.8,31.45
139,90,245,37.8,31.45
140,90,246,37.8,31.5
140,90,247,37.8,31.5
140,89,246,37.79,31.5
140,89,246,37.79,31.5
140,89,247,37.8,31.5
140,89,247,37.8,31.5
139,89,245,37.8,31.5
140,90,244,37.8,31.5
139,90,244,37.8,31.5
139,90,243,37.8,31.5
139,90,241,37.8,31.5
139,90,242,37.8,31.5
139,90,243,37.8,31.5
139,90,243,37.8,31.5
139,90,243,37.8,31.5
139,90,243,37.8,31.5
139,90,241,37.8,31.5
139,90,241,37.8,31.5
139,90,242,37.8,31.5
139,90,242,37.8,31.5
139,90,242,37.8,31.5
138,91,244,37.8,31.5
139,91,249,37.79,31.5
138,91,250,37.79,31.5
138,91,256,37.79,31.5
138,90,258,37.79,31.5
138,90,260,37.79,31.5
139,90,261,37.79,31.5
139,90,262,37.79,31.5
139,89,259,37.79,31.55
139,89,258,37.79,31.55
139,89,255,37.79,31.55
139,89,256,37.81,31.55
139,89,256,37.81,31.55
139,89,258,37.81,31.55
139,89,258,37.81,31.55
139,89,260,37.81,31.55
140,89,261,37.81,31.55
140,90,266,37.81,31.55
140,90,266,37.81,31.55
141,90,266,37.81,31.55
141,90,264,37.81,31.55
141,90,265,37.82,31.55
141,90,264,37.82,31.55
141,90,265,37.82,31.55
141,90,254,37.82,31.55
141,90,253,37.82,31.55
141,90,248,37.82,31.55
141,90,244,37.82,31.55
141,90,241,37.82,31.55
141,89,239,37.82,31.55
141,89,239,37.82,31.55
141,89,240,37.81,31.55
140,90,242,37.81,31.55
140,89,243,37.81,31.55
140,89,244,37.81,31.55
140,89,247,37.81,31.55
140,89,247,37.81,31.55
140,89,250,37.81,31.55
139,89,248,37.81,31.55
139,89,246,37.81,31.55
139,89,246,37.81,31.55
139,90,246,37.8,31.55
139,89,246,37.8,31.55
139,90,246,37.8,31.55
139,90,243,37.8,31.55
138,90,244,37.8,31.55
138,90,245,37.8,31.6
138,91,252,37.8,31.6
138,91,249,37.8,31.6
138,91,250,37.8,31.6
138,91,251,37.8,31.6
138,90,252,37.8,31.6
139,90,253,37.8,31.6
139,90,250,37.8,31.6
139,90,249,37.8,31.6
139,90,249,37.8,31.6
139,90,249,37.8,31.6
139,90,248,37.8,31.6
139,90,249,37.8,31.6
139,90,250,37.8,31.6
139,90,248,37.81,31.6
139,90,247,37.81,31.6
140,90,249,37.81,31.6
140,90,249,37.8,31.6
140,90,249,37.8,31.6
139,90,251,37.8,31.6
139,90,251,37.8,31.6
140,90,255,37.8,31.6
140,90,254,37.8,31.6
140,90,257,37.8,31.6
140,90,260,37.8,31.6
140,90,256,37.81,31.6
140,90,253,37.81,31.6
139,90,253,37.81,31.6
140,90,254,37.81,31.6
140,90,255,37.81,31.6
139,90,253,37.81,31.6
140,90,255,37.81,31.6
140,90,254,37.81,31.6
140,90,255,37.81,31.6
140,90,258,37.81,31.6
140,90,260,37.81,31.6
140,91,263,37.81,31.6
139,91,271,37.82,31.6
140,91,275,37.82,31.6
140,91,298,37.82,31.6
140,90,308,37.82,31.6
140,89,320,37.82,31.6
141,89,317,37.82,31.6
141,88,321,37.82,31.6
141,88,314,37.82,31.6
141,88,287,37.81,31.6
141,88,279,37.81,31.6
141,88,266,37.81,31.6
141,87,247,37.81,31.6
141,83,224,37.81,31.6
141,83,214,37.81,31.6
141,83,208,37.81,31.6
141,83,198,37.81,31.6
141,83,197,37.81,31.6
141,86,200,37.81,31.6
141,88,204,37.81,31.6
140,89,216,37.8,31.6
140,89,223,37.8,31.6
140,90,230,37.8,31.6
140,90,246,37.8,31.6
140,89,253,37.8,31.6
140,89,257,37.8,31.6
140,89,258,37.8,31.6
141,89,260,37.8,31.6
140,89,260,37.8,31.6
140,89,260,37.82,31.6
140,89,252,37.82,31.6
140,89,252,37.82,31.6
140,89,251,37.82,31.6
140,89,251,37.82,31.6
140,89,252,37.82,31.6
141,89,254,37.82,31.6
140,89,254,37.82,31.6
140,89,261,37.82,31.6
140,89,262,37.82,31.6
139,89,259,37.81,31.6
139,89,257,37.81,31.6
139,89,258,37.81,31.6
139,89,258,37.81,31.6
140,89,255,37.81,31.6
139,89,253,37.81,31.6
139,89,252,37.81,31.65
139,89,253,37.81,31.65
139,89,252,37.81,31.65
139,89,248,37.81,31.65
139,90,247,37.82,31.65
139,89,249,37.82,31.65
139,89,248,37.82,31.65
139,87,245,37.82,31.65
139,88,241,37.82,31.65
139,89,244,37.82,31.65
139,89,249,37.82,31.65
140,89,251,37.82,31.65
139,89,248,37.82,31.65
139,89,248,37.82,31.65
140,89,254,37.82,31.65
140,89,256,37.82,31.65
139,89,251,37.82,31.65
139,89,251,37.82,31.65
139,89,252,37.82,31.65
139,89,250,37.82,31.65
139,90,251,37.82,31.65
139,91,254,37.82,31.65
138,92,269,37.82,31.65
139,92,279,37.82,31.65
139,92,290,37.82,31.65
139,91,315,37.82,31.65
139,86,322,37.82,31.65
140,86,327,37.82,31.65
140,87,317,37.82,31.65
141,87,310,37.82,31.65
137,90,260,37.85,31.8
138,90,267,37.85,31.8
138,90,268,37.85,31.8
138,90,272,37.85,31.8
139,90,276,37.85,31.8
139,90,276,37.85,31.8
139,90,274,37.84,31.8
139,91,273,37.84,31.8
139,91,269,37.84,31.8
139,91,269,37.84,31.8
140,91,275,37.84,31.8
140,92,276,37.84,31.8
141,92,279,37.84,31.8
141,93,283,37.84,31.8
142,93,283,37.84,31.8
142,93,292,37.85,31.85
143,95,296,37.85,31.85
144,96,297,37.86,31.85
144,96,299,37.86,31.85
145,96,300,37.86,31.85
145,98,302,37.86,31.85
146,98,304,37.86,31.85
147,99,309,37.86,31.85
148,99,315,37.86,31.85
149,99,320,37.86,31.85
150,99,326,37.86,31.85
151,99,336,37.86,31.85
152,99,336,37.87,31.85
153,99,348,37.87,31.85
153,98,347,37.87,31.85
154,98,349,37.87,31.85
155,97,362,37.87,31.85
155,87,358,37.87,31.85
156,87,350,37.87,31.85
156,87,332,37.87,31.85
157,87,322,37.87,31.85
157,87,318,37.87,31.85
158,87,315,37.87,31.85
158,100,314,37.86,31.85
159,100,318,37.86,31.85
159,100,334,37.86,31.85
160,86,334,37.86,31.85
160,85,335,37.86,31.85
160,83,330,37.86,31.85
160,83,316,37.86,31.85
161,81,285,37.86,31.85
160,81,265,37.86,31.85
160,0,234,37.85,31.85
160,0,234,37.85,31.85
160,67,206,37.85,31.85
159,67,187,37.85,31.85
159,67,166,37.85,31.85
158,67,136,37.85,31.85
154,90,256,37.85,31.85
154,90,258,37.85,31.85
154,91,259,37.85,31.85
154,91,256,37.85,31.85
153,91,255,37.85,31.85
153,91,255,37.85,31.85
152,90,257,37.85,31.85
152,90,257,37.85,31.85
152,90,254,37.85,31.85
152,90,253,37.85,31.85
152,90,253,37.85,31.85
151,90,255,37.85,31.85
151,90,255,37.85,31.85
150,90,254,37.85,31.85
150,91,257,37.85,31.85
150,90,258,37.85,31.85
149,90,261,37.85,31.85
149,90,262,37.85,31.85
149,90,263,37.85,31.85
148,90,264,37.85,31.85
148,90,267,37.85,31.85
148,91,265,37.85,31.85
148,91,265,37.85,31.85
148,91,268,37.85,31.85
148,91,267,37.85,31.85
148,91,266,37.85,31.85
147,91,268,37.85,31.85
148,91,268,37.85,31.85
147,91,270,37.85,31.85
147,91,267,37.85,31.85
147,91,264,37.85,31.85
147,91,264,37.85,31.85
148,91,261,37.85,31.85
147,91,263,37.85,31.85
147,91,264,37.85,31.85
147,91,264,37.85,31.85
147,92,271,37.85,31.85
148,92,273,37.85,31.85
147,92,278,37.85,31.85
147,92,280,37.85,31.85
147,91,277,37.85,31.85
147,91,276,37.85,31.85
147,91,274,37.85,31.85
147,90,273,37.85,31.85
147,90,271,37.85,31.85
146,90,270,37.88,31.8
146,91,266,37.88,31.8
146,91,267,37.88,31.8
147,91,267,37.88,31.8
147,91,266,37.87,31.75
147,91,261,37.87,31.8
147,91,261,37.87,31.75
147,91,259,37.87,31.75
147,91,260,37.87,31.75
147,91,263,37.87,31.75
146,91,263,37.87,31.75
146,91,269,37.87,31.75
146,91,272,37.87,31.75
146,91,273,37.87,31.75
146,91,272,37.87,31.75
146,91,272,37.89,31.75
146,91,269,37.89,31.75
146,91,267,37.89,31.75
146,91,265,37.89,31.75
146,91,262,37.89,31.75
145,92,259,37.89,31.75
146,92,259,37.89,31.75
146,92,259,37.89,31.75
146,92,258,37.89,31.75
146,92,257,37.89,31.75
146,92,259,37.9,31.75
146,92,260,37.9,31.75
146,92,261,37.9,31.75
145,92,259,37.9,31.75
146,92,259,37.9,31.75
145,92,259,37.9,31.75
146,92,259,37.9,31.75
146,91,261,37.9,31.75
145,91,264,37.9,31.75
146,91,264,37.89,31.75
145,91,266,37.89,31.75
145,91,268,37.89,31.75
145,91,268,37.89,31.75
145,92,270,37.89,31.75
146,92,271,37.89,31.75
146,92,270,37.89,31.75
145,92,272,37.89,31.75
146,92,275,37.89,31.75
146,92,275,37.89,31.75
146,92,277,37.88,31.75
146,92,277,37.88,31.75
146,92,273,37.88,31.75
146,92,268,37.88,31.75
146,92,264,37.88,31.75
146,92,263,37.88,31.75
146,92,263,37.88,31.75
146,91,262,37.88,31.75
146,91,261,37.88,31.75
147,91,262,37.88,31.75
146,91,263,37.88,31.75
147,91,264,37.88,31.75
147,92,265,37.88,31.75
147,92,264,37.9,31.8
147,91,262,37.9,31.8
147,92,263,37.9,31.8
147,92,262,37.9,31.8
148,92,262,37.9,31.8
148,92,263,37.9,31.8
148,92,261,37.9,31.8
148,92,265,37.89,31.8
149,92,268,37.89,31.8
149,92,268,37.89,31.8
149,92,265,37.89,31.8
149,92,265,37.89,31.8
149,92,267,37.89,31.8
149,92,267,37.89,31.8
149,92,266,37.89,31.8
149,92,265,37.89,31.8
149,92,269,37.89,31.8
149,92,271,37.89,31.8
149,92,270,37.9,31.8
149,92,270,37.9,31.8
149,92,268,37.9,31.8
149,92,271,37.9,31.8
149,92,270,37.9,31.8
149,92,267,37.9,31.8
148,92,265,37.9,31.8
148,92,266,37.9,31.8
148,92,269,37.9,31.8
148,92,270,37.9,31.8
148,92,274,37.9,31.8
147,92,272,37.9,31.8
148,92,272,37.9,31.8
148,92,274,37.9,31.8
148,92,273,37.91,31.8
147,92,270,37.91,31.8
147,92,269,37.91,31.8
148,92,269,37.91,31.8
148,92,271,37.91,31.8
148,92,267,37.9,31.8
148,92,266,37.9,31.8
147,92,267,37.9,31.8
148,92,269,37.9,31.8
148,92,272,37.9,31.8
149,91,271,37.9,31.8
149,91,272,37.9,31.8
149,91,277,37.9,31.8
149,91,278,37.9,31.8
149,91,281,37.9,31.8
149,91,279,37.9,31.8
149,91,277,37.9,31.8
149,91,277,37.9,31.8
149,91,272,37.9,31.8
150,91,267,37.9,31.8
150,91,266,37.9,31.8
150,92,266,37.9,31.8
150,91,269,37.9,31.8
151,91,269,37.9,31.8
151,91,267,37.9,31.8
151,92,266,37.91,31.8
151,92,262,37.91,31.8
150,92,261,37.91,31.8
151,92,256,37.92,31.8
150,90,256,37.92,31.8
150,90,247,37.92,31.8
150,0,247,37.92,31.8
149,0,0,37.92,31.8
148,0,0,37.92,31.8
148,0,0,37.92,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
148,0,0,37.91,31.8
147,0,0,37.91,31.8
147,0,0,37.91,31.8
146,0,0,37.91,31.8
145,0,0,37.91,31.8
144,0,0,37.91,31.8
143,0,0,37.91,31.8
143,0,0,37.92,31.8
142,0,0,37.92,31.8
141,0,0,37.92,31.8
141,0,0,37.92,31.8
140,0,0,37.92,31.8
139,0,0,37.92,31.8
137,0,0,37.92,31.8
135,0,0,37.92,31.8
134,0,0,37.92,31.8
133,0,0,37.93,31.8
132,0,0,37.93,31.8
130,0,0,37.93,31.8
128,0,0,37.93,31.8
125,0,0,37.93,31.8
123,0,0,37.93,31.8
122,0,29,37.92,31.8
122,0,29,37.92,31.8
121,83,0,37.92,31.8
120,83,0,37.92,31.8
120,83,35,37.92,31.8
119,83,35,37.92,31.8
119,0,0,37.92,31.8
119,0,9,37.92,31.8
119,83,9,37.92,31.8
119,77,20,37.92,31.8
116,63,86,37.91,31.8
114,56,88,37.91,31.8
112,56,91,37.91,31.8
111,57,92,37.91,31.8
111,57,95,37.91,31.8
111,57,97,37.91,31.8
111,57,98,37.92,31.8
111,57,98,37.93,31.8
109,86,116,37.93,31.8
109,85,129,37.93,31.8
109,86,142,37.93,31.8
110,88,170,37.93,31.8
111,90,187,37.93,31.8
112,91,219,37.93,31.8
